순번,출발지 주소,중간집결지 주소,최종 도착지 주소,중간집결 기한,최종도착 기한,중간_최종거리
788211,광주광역시 서구 상무누리로 33,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
788214,서울특별시 강동구 상암로51길 61,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
788290,부산광역시 동래구 안연로110번길 56,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
788291,전라남도 무안군 무안읍 창포로 24,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,1 days 14:00:00,1 days 14:00:00,2.644723759
788292,경상북도 경산시 경청로221길 12,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
788374,광주광역시 광산구 목련로153번길 134,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
788379,경상남도 창원시 마산회원구 합포성지길 51-2,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
788381,경상북도 구미시 봉곡로24길 33-11,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,5 days 14:00:00,5 days 14:00:00,0.877315457
788408,대전광역시 서구 복수중로 30,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
788548,부산광역시 서구 구덕로134번길 16,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
788572,전라남도 순천시 왕궁길 79,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,1 days 14:00:00,1 days 14:00:00,2.644723759
788659,강원특별자치도 춘천시 세실로 260,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
788673,부산광역시 부산진구 백양대로300번길 19,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
788689,서울특별시 중랑구 봉우재로43길 35,강원특별자치도 평창군 대관령면 대관령로 83,강원특별자치도 평창군 차항길 3,1 days 14:00:00,1 days 14:00:00,1.873124178
788697,충청북도 청주시 흥덕구 2순환로 1106,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
788703,경상남도 진주시 서장대로178번길 17,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
788710,경상남도 창원시 진해구 진해대로921번길 10,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
788766,경기도 수원시 팔달구 창룡문로 76-3,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
788805,경기도 수원시 영통구 태장로82번길 32,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
788819,부산광역시 수영구 광안해변로 418,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
788832,강원특별자치도 춘천시 우석로79번길 11-5,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
788893,충청북도 청주시 흥덕구 2순환로 1106,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
789195,울산광역시 남구 삼산로156번길 5-74,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
789225,충청북도 청주시 상당구 중흥로 71,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
789277,충청북도 청주시 상당구 중흥로 71,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
789320,서울특별시 강서구 방화대로34길 120,강원특별자치도 평창군 대관령면 대관령로 83,강원특별자치도 평창군 차항길 3,1 days 14:00:00,1 days 14:00:00,1.873124178
789464,인천광역시 남동구 담방로21번길 24,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
789488,경상남도 진주시 강남로189번길 11-4,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
789506,경상남도 거제시 문동1길 42,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
789512,충청북도 청주시 흥덕구 과상미로78번길 13,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
789562,강원특별자치도 화천군 화천읍 산수화로 164-20,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
789618,경상남도 창원시 진해구 월남로 144,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
789651,대전광역시 중구 태평로 15,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
789652,충청북도 청주시 흥덕구 옥산면 오산5길 13,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
789686,충청북도 청주시 서원구 성봉로242번길 3-40,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
789707,광주광역시 남구 봉선로133번길 4,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
789717,경기도 의정부시 호국로1142번길 22,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
789747,충청북도 청주시 흥덕구 송화로214번길 7,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
789751,경상남도 진주시 금산면 금산로 123,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
789753,부산광역시 해운대구 센텀1로 9,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
789772,충청북도 청주시 흥덕구 성봉로275번길 19,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
789898,경기도 안산시 상록구 성호로12안길 9,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
789933,강원특별자치도 춘천시 백령로165번길 7,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
789953,경상남도 진주시 신안들말길 17,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
789983,충청북도 청주시 흥덕구 오송읍 오송동평길 27-19,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
790016,광주광역시 북구 빛고을대로 615,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
790038,경상남도 하동군 금남면 광진터길 46-44,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790131,경기도 의정부시 호동로 72,경기도 양주시 권율로847번길 권율로 847번길 108,경기도 양주시 권율로847번길 108,1 days 14:00:00,1 days 14:00:00,0.627980154
790154,충청북도 청주시 청원구 무심동로660번길 23,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
790237,대전광역시 유성구 학하남로100번길 27-21,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
790243,충청북도 청주시 서원구 예체로1번길 29,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
790284,서울특별시 마포구 망원로2길 59,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
790285,경상남도 진주시 개양로13번길 13-4,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790322,전라남도 광양시 광양읍 서천2길 25,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
790359,경상남도 고성군 고성읍 교사대독길 24,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790383,경상남도 사천시 정동면 읍동길 27,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790384,강원특별자치도 춘천시 돌담길 18-1,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
790402,전라남도 여수시 박람회길 81,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
790494,강원특별자치도 춘천시 후만로 90,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
790574,경상남도 사천시 정동면 반룡1로 52,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790578,경상남도 사천시 사남면 유천길 281,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790631,인천광역시 남동구 담방로 105,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
790652,경상남도 창원시 진해구 중원동로 38,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
790706,경상남도 김해시 해반천로 280,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
790757,충청북도 청주시 서원구 쌍샘로 22,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
790850,서울특별시 강서구 초원로10길 7,충청북도 청주시 청원구 외남로69번길 63,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.641613276
790869,경기도 고양시 덕양구 세솔로 25,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,7 days 14:00:00,7 days 14:00:00,1.603601841
790870,경기도 수원시 장안구 경수대로 1110-39,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
790872,서울특별시 광진구 광나루로46길 50-6,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,3 days 14:00:00,3 days 14:00:00,2.644723759
790890,충청북도 청주시 청원구 내덕로8번길 20,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
790910,광주광역시 남구 군분로140번길 6-2,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
790916,경상남도 사천시 사천읍 동문로 53-1,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
790938,서울특별시 성동구 사근동12길 9,강원특별자치도 평창군 대관령면 대관령로 83,강원특별자치도 평창군 차항길 3,1 days 14:00:00,1 days 14:00:00,1.873124178
790967,경기도 김포시 봉화로 90-3,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
791015,부산광역시 동래구 안남로 79,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
791069,광주광역시 광산구 첨단강변로 100,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
791103,경상남도 창원시 마산합포구 문화남4길 7,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
791129,충청북도 충주시 금릉로 33,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
791194,경상남도 창원시 진해구 중원서로 14,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
791200,충청북도 청주시 상당구 중흥로 71,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
791315,서울특별시 강동구 고덕로 130,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
791371,광주광역시 광산구 목련로153번길 143,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
791418,서울특별시 양천구 신정로7길 76,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
791451,경상남도 창원시 의창구 북면 동전로 86,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
791483,인천광역시 서구 마전로99번길 8,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
791531,충청북도 음성군 원남면 충청대로742번길 5-11,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
791540,충청북도 청주시 서원구 모충로13번길 13,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
791551,충청북도 청주시 상당구 호미로 14,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
791626,서울특별시 동대문구 신이문로20길 40,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
791701,광주광역시 북구 양일로 70,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
791732,경상남도 거창군 거창읍 송정2길 33,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
791826,경상남도 김해시 인제로220번길 7-9,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
791830,충청북도 청주시 서원구 1순환로680번길 13-8,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
791846,경상남도 창원시 마산합포구 3·15대로 154,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
791915,경상남도 창원시 성산구 상남로192번길 3,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
791949,경기도 고양시 일산동구 대산로11번길 14-6,경기도 고양시 덕양구 호국로 1718-16,경기도 고양시 덕양구 호국로 1718-19,1 days 14:00:00,1 days 14:00:00,0.042527429
791959,경상남도 창원시 마산회원구 석전동11길 46,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
791962,경상남도 창원시 마산회원구 내서읍 호원로 359,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792005,서울특별시 서대문구 성산로22길 14-8,강원특별자치도 평창군 대관령면 대관령로 83,강원특별자치도 평창군 차항길 3,1 days 14:00:00,1 days 14:00:00,1.873124178
792006,경상남도 창원시 의창구 사림로71번길 10-14,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792021,충청북도 청주시 흥덕구 내수동로45번길 17,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
792105,광주광역시 광산구 선운로2번길 73-2,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
792184,경상남도 남해군 남해읍 망운로 72,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
792287,경상남도 사천시 정동면 반룡1로 52,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792299,경상남도 창원시 마산회원구 내서읍 중리2길 41,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792309,경상남도 양산시 평산회야로 167,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792396,경상남도 창원시 성산구 대정로 99,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792404,서울특별시 노원구 섬밭로 232,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
792412,경상남도 함양군 함양읍 함양로 1206-71,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792416,경기도 남양주시 오남읍 양지로281번길 16,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
792436,경상남도 사천시 사남면 월성1길 89,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
792453,경기도 수원시 권선구 정조로 410,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
792506,경상남도 김해시 활천로 181,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,5 days 14:00:00,5 days 14:00:00,2.762380738
792588,서울특별시 송파구 동남로 342,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
792618,광주광역시 서구 문촌도호길 117-12,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
792628,강원특별자치도 홍천군 홍천읍 연봉중앙로 18,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
792744,경상남도 사천시 신항로 64,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
792781,강원특별자치도 홍천군 홍천읍 공작산로 137-22,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
792794,충청남도 당진시 고대면 용두길 62-7,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
792796,전라남도 여수시 여서2로 20,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
792800,충청북도 제천시 봉양읍 용두대로38안길 65-11,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
792836,경기도 안성시 공도읍 원승두길 105,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
792867,대구광역시 수성구 달구벌대로458길 17,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,5 days 14:00:00,5 days 14:00:00,1.603601841
793020,경기도 의정부시 신곡로 13,경기도 양주시 권율로847번길 권율로 847번길 108,경기도 양주시 권율로847번길 108,1 days 14:00:00,1 days 14:00:00,0.627980154
793103,인천광역시 서구 경서로 99,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
793165,경상남도 양산시 물금읍 서들로 179,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
793177,경상남도 김해시 인제로 167,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
793188,강원특별자치도 속초시 청대로232번길 15-19,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
793214,경상남도 창원시 마산합포구 오동북3길 5,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
793240,경상남도 진주시 하대로70번길 22-1,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
793250,강원특별자치도 춘천시 우석로79번길 12-3,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
793269,경상남도 진주시 강남로 45,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,5 days 14:00:00,5 days 14:00:00,0.877315457
793279,서울특별시 광진구 아차산로 537-17,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
793288,충청북도 청주시 서원구 모충로9번길 29,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
793329,경상남도 진주시 가호로 3-2,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
793331,충청북도 청주시 서원구 성봉로242번길 3-30,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
793351,대전광역시 중구 대둔산로 484,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
793369,충청북도 청주시 청원구 주성로96번길 9,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
793379,서울특별시 서초구 고무래로 35,경기도 고양시 덕양구 호국로 1718-16,경기도 고양시 덕양구 호국로 1718-19,1 days 14:00:00,1 days 14:00:00,0.042527429
793397,서울특별시 강동구 상암로4가길 48,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
793547,경상남도 창원시 의창구 대산면 주남로 514,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
793635,충청남도 보령시 한내로터리길 165,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
793721,광주광역시 서구 풍암순환로 5,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
793774,서울특별시 동대문구 이문로19길 8,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
793776,경상남도 사천시 사천읍 서재농청길 98,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
793817,충청북도 청주시 흥덕구 내수동로 59-2,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
793819,경기도 부천시 소사구 소사로125번나길 15-1,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
794008,경상남도 창원시 성산구 원이대로 495,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,5 days 14:00:00,5 days 14:00:00,2.762380738
794052,경상남도 창원시 마산회원구 내서읍 상곡로 21,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
794112,강원특별자치도 홍천군 홍천읍 연봉중앙로 18,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
794306,경기도 평택시 지산천로 51,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
794432,경상남도 창원시 진해구 용원중로5번길 9,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
794556,충청북도 청주시 상당구 월운로 146,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
794695,경상남도 양산시 물금읍 오봉로 29,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
794702,경상남도 창원시 마산회원구 양덕북16길 17-1,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
795015,경상남도 창원시 진해구 행암로 25,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
795087,경기도 성남시 수정구 수정로 319,서울특별시 용산구 이태원로 29,서울특별시 용산구 이태원로 22,1 days 14:00:00,1 days 14:00:00,0.324883946
795098,경기도 과천시 별양로 11,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
795102,울산광역시 북구 명촌로 91,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
